Name	arraylength	comparision	time			
selectsortaveragecomp	7700	2,96E+07	7699	51,9164426	3849,5	0,99987013
selectsortaveragecomp	7800	3,04E+07	7799	71,19633493	3899,5	0,999871795
selectsortaveragecomp	7900	3,12E+07	7899	87,68062283	3949,5	0,999873418
selectsortaveragecomp	8000	3,20E+07	7999	85,62912337	3999,5	0,999875
selectsortaveragecomp	8100	3,28E+07	8099	84,8421011	4049,5	0,999876543
selectsortaveragecomp	8200	3,36E+07	8199	36,88190595	4099,5	0,999878049
selectsortaveragecomp	8300	3,44E+07	8299	78,402366	4149,5	0,999879518
selectsortaveragecomp	8400	3,53E+07	8399	36,69089381	4199,5	0,999880952
selectsortaveragecomp	8500	3,61E+07	8499	84,83360252	4249,5	0,999882353
selectsortaveragecomp	8600	3,70E+07	8599	62,39959611	4299,5	0,999883721
selectsortaveragecomp	8700	3,78E+07	8699	44,59239511	4349,5	0,999885057
selectsortaveragecomp	8800	3,87E+07	8799	107,5106652	4399,5	0,999886364
selectsortaveragecomp	8900	3,96E+07	8899	68,90175504	4449,5	0,99988764
selectsortaveragecomp	9000	4,05E+07	8999	48,28701027	4499,5	0,999888889
selectsortaveragecomp	9100	4,14E+07	9099	79,59353827	4549,5	0,99989011
selectsortaveragecomp	9200	4,23E+07	9199	49,93702523	4599,5	0,999891304
selectsortaveragecomp	9300	4,32E+07	9299	52,72061675	4649,5	0,999892473
selectsortaveragecomp	9400	4,42E+07	9399	96,66999456	4699,5	0,999893617
selectsortaveragecomp	9500	4,51E+07	9499	68,80821985	4749,5	0,999894737
selectsortaveragecomp	9600	4,61E+07	9599	67,51233495	4799,5	0,999895833
selectsortaveragecomp	9700	4,70E+07	9699	65,36710319	4849,5	0,999896907
selectsortaveragecomp	9800	4,80E+07	9799	77,86495821	4899,5	0,999897959
selectsortaveragecomp	9900	4,90E+07	9899	80,68214972	4949,5	0,99989899
selectsortaveragecomp	10000	5,00E+07	9999	75,30849065	4999,5	0,9999
